id	GSM3374384_NR	GSM3374365_NR	GSM868548_NR	GSM1103657_NR	GSM868569_NR	GSM3374364_NR	GSM1103624_NR	GSM3374410_NR	GSM3374381_NR	GSM1103649_NR	GSM868564_NR	GSM3374405_NR	GSM3374407_NR	GSM3374409_NR	GSM3374380_NR	GSM1103640_NR	GSM1103658_NR	GSM868551_NR	GSM3374414_R	GSM1103646_R	GSM1103651_R	GSM3374370_R	GSM3374386_R	GSM3374356_R	CGSM868575_R	GSM868567_R	GSM1103633_R	GSM3374368_R	GSM1103652_R	GSM3374413_R	GSM868555_R	GSM3374366_R	CGSM3374386_R	GSM1103644_R	GSM3374350_R	CGSM868553_R
IFIT3_Myeloids	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1
TLR8_Myeloids	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0
GBP5_Myeloids	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0
TAGAP_Myeloids	0	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0
SHE_Myeloids	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1
P2RX7_Myeloids	0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0
SLC6A20_Myeloids	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1
LOC100507507_Myeloids	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1
CCND2_Stromalcells	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1
BGN_Stromalcells	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1
ITGB2_Stromalcells	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0
CSF1R_Stromalcells	0	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0
SERPINI1_Stromalcells	1	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1
CD84_Stromalcells	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0
ISLR_Stromalcells	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1
CCL11_Stromalcells	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0
MSR1_Stromalcells	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1
IGFBP5_Stromalcells	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	1	1	1	1	0
TRIM22_Stromalcells	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1
GPR161_Stromalcells	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	1	1	0
C1QA_Stromalcells	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0
CECR1_Stromalcells	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0
C1QC_Stromalcells	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	1	1	1	0	1
FAM43A_Stromalcells	1	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1
XAF1_Stromalcells	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1
SHE_Stromalcells	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1
FPR3_Stromalcells	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1
ST6GALNAC5_Stromalcells	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1
CCL5_Tcells	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	1	1	0	1	1	0
TRIM69_Tcells	0	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1
WARS_Tcells	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1
STAT1_Tcells	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	1
UBE2L6_Tcells	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1
MPP1_Tcells	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1
CXCL9_Tcells	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	1	0	1
PSMB9_Tcells	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	1
CXCL10_Tcells	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1
TYMP_Tcells	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1
IL2RB_Tcells	0	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1
LAMP3_Tcells	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	1	1	1	0	1
CD74_Tcells	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1	0	0	1	0	1	0	1
IDO1_Tcells	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1
CXCL11_Tcells	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1
PSTPIP2_Tcells	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	0
APOL3_Tcells	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	1	0
PARP9_Tcells	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	1
RNF213_Tcells	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1
TAP2_Tcells	0	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	0	1
NLRC5_Tcells	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0
EPSTI1_Tcells	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1
BATF2_Tcells	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1
FAM26F_Tcells	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	1
GBP1_Tcells	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	1	1	1	0	1
C22orf39_Bcells	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	0	0
DDX60_Bcells	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1
SLC22A23_Bcells	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1
DDR1_Epithelialcells	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1
KCNH8_Epithelialcells	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1
LOC283177_Epithelialcells	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1
SLFN13_Epithelialcells	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1
SLC44A5_Epithelialcells	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1
PTPRF_Epithelialcells	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1
EFNA1_Epithelialcells	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	1	1
FHL2_Epithelialcells	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0
ZNF185_Epithelialcells	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1
S100A2_Epithelialcells	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0
COL9A3_Epithelialcells	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1
MGMT_Epithelialcells	0	1	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0
INHBB_Epithelialcells	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	1
SYT17_Epithelialcells	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0
TUFT1_Epithelialcells	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0
HABP2_Epithelialcells	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1
LGALS7_Epithelialcells	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	1	0	1
AC009237.8_Epithelialcells	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1	1
ZNF165_Epithelialcells	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0
SLC9A3_Epithelialcells	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0
ZNF177_Epithelialcells	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1
SOX30_Epithelialcells	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0
CACNA1D_Epithelialcells	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1
SPRR2B_Epithelialcells	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1
KRT14_Epithelialcells	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	1	1
SLC19A2_Epithelialcells	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0
HIST1H2BG_Epithelialcells	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
DEFB1_Epithelialcells	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0
AKR1C4_Epithelialcells	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1
EPHB1_Epithelialcells	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	0	1
WISP3_Epithelialcells	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1
PCDHGA10_Epithelialcells	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0
TNIK_Epithelialcells	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0
FAM189A1_Epithelialcells	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1
CYP3A5_Epithelialcells	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	1	1	1
HIST1H2AC_Epithelialcells	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1
NRN1_Epithelialcells	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1
SPRR3_Epithelialcells	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	1
THNSL2_Epithelialcells	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1
TRMT13_Epithelialcells	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1
GPRC5C_Epithelialcells	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0
SLC17A9_Epithelialcells	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1
ATF7IP2_Epithelialcells	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1
COLEC11_Epithelialcells	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1
RNF39_Epithelialcells	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1
CXXC4_Epithelialcells	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	0	0
RGS17_Epithelialcells	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1
SLC38A4_Epithelialcells	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	0
NPIPB15_Epithelialcells	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	1	1
ANKH_Epithelialcells	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	0	1
SLC22A23_Epithelialcells	0	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1
ZNF256_Epithelialcells	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	1	1
SLC7A2_Epithelialcells	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	0	1
ITGB6_Epithelialcells	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0
CXCL17_Epithelialcells	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1
SOWAHC_Epithelialcells	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1
LOC100996717_Epithelialcells	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1
REPS2_Epithelialcells	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1
SNHG18_Epithelialcells	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1
PRKAA2_Epithelialcells	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1
KIAA1244_Epithelialcells	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1
MIR29B2_Epithelialcells	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	1	1	1
BTBD11_Epithelialcells	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0
AC006026.13_Epithelialcells	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0
FREM2_Epithelialcells	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0
IYD_Epithelialcells	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	0
CAPS_Epithelialcells	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	0	1
PCDHB16_Epithelialcells	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1
MIR17_Epithelialcells	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1
AB074162_Epithelialcells	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0
EFNA5_Epithelialcells	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1
SHH_Epithelialcells	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0
LOC102724880_Epithelialcells	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	0	1
COL28A1_Epithelialcells	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	0	1
SPIRE2_Epithelialcells	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1
PSMB9_Myeloids	1	1	1	0	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1
KRT15_Myeloids	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0
CD84_Myeloids	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0
KRT14_Myeloids	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1
ERRFI1_Myeloids	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0
PRKAA2_Myeloids	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0
BTBD11_Myeloids	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0
STAT1_Stromalcells	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1
RGL1_Stromalcells	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1	0
MIR29B2_Stromalcells	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	1	1	1
SLC2A5_Tcells	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	0
COL9A3_Tcells	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1
ZNF177_Tcells	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	1
PRF1_Tcells	0	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1
NGFRAP1_Tcells	0	1	1	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	0	1	0
SYNPR_Tcells	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1
